artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,time_signature,pc1,pc2,label
Death Cab for Cutie,Northern Lights,0.514,0.95,4,-3.807,0,0.0298,0.00575,0.00238,0.134,0.665,137.975,spotify:track:28QF5ELXqDnaBjPjGTlzAK,4,-0.6110858286158323,-0.05056982262010076,5
flor,back again,0.636,0.597,8,-6.8839999999999995,0,0.0279,0.11800000000000001,0.00283,0.124,0.639,84.979,spotify:track:1J5rHMEvQFpM07iLULi48A,4,-0.1575050073098153,-0.27431578686805597,2
flor,hold on,0.609,0.872,8,-4.72,1,0.0447,0.0483,0.0009710000000000001,0.11900000000000001,0.534,111.96700000000001,spotify:track:6RtRxaZN5RMWFbeZW24oRx,4,-0.4455734077593222,-0.12620158085199634,5
flor,dancing around,0.726,0.657,10,-7.066,0,0.0327,0.00765,0.000248,0.0975,0.629,114.99600000000001,spotify:track:5UAOuU3YK9xo76vtrhyDng,4,-0.28828745777834736,-0.22159595644229052,5
flora cash,Missing Home,0.608,0.728,11,-6.612,1,0.0393,0.33899999999999997,4.6200000000000005e-05,0.0741,0.24600000000000002,89.994,spotify:track:29j2Y1N3vpyvm385G4TFSS,4,-0.032010424969937466,0.0005361543192980616,0
HONNE,Me & You ◑,0.769,0.546,0,-8.27,0,0.0387,0.645,0.000231,0.0948,0.603,120.22,spotify:track:1ITJTMrS4cx8zdlI7DdSoo,4,0.2895888520938032,-0.2316810780321165,2
HONNE,Day 1 ◑,0.503,0.581,6,-7.007000000000001,1,0.0881,0.21,0.000708,0.257,0.633,94.555,spotify:track:6ZzYETKetIfNUsZUb23jgG,4,-0.09635781340284318,-0.14932175056613486,0
HONNE,Location Unknown ◐,0.682,0.65,5,-7.231,1,0.0457,0.21600000000000003,9.48e-06,0.0947,0.37799999999999995,109.986,spotify:track:6A1GBCMwbfhkB9e1thR8a8,4,-0.08750507561032189,-0.05007610736808848,0
HONNE,Crying Over You ◐,0.385,0.62,1,-8.316,0,0.147,0.0815,0.0,0.35200000000000004,0.415,75.564,spotify:track:7i1pavASRUZk62ejaUIESa,4,-0.1471660876937025,0.011176606326696285,0
joan,i loved you first,0.556,0.276,0,-9.603,1,0.0269,0.0862,6.89e-06,0.0999,0.21600000000000003,75.02,spotify:track:3FpEXAupLwCHwzeUBxF99S,4,0.14365865107877726,0.09438622641374694,4
joan,love somebody like you,0.5770000000000001,0.8540000000000001,7,-3.7539999999999996,1,0.0473,0.0596,2.6899999999999997e-05,0.205,0.336,94.999,spotify:track:0ltO5bci13M68sTnEctBxR,4,-0.4074103340142557,-0.04305678379507341,5
joan,tokyo,0.631,0.7859999999999999,9,-5.267,1,0.0353,0.00716,0.0,0.12,0.7609999999999999,102.027,spotify:track:2k7GyFSbErjCvk1QlTChxL,4,-0.43029542451684266,-0.31583683083798764,5
LANY,ILYSB,0.636,0.623,5,-7.016,1,0.0603,0.46799999999999997,0.004529999999999999,0.35100000000000003,0.389,100.02600000000001,spotify:track:2btKtacOXuMtC9WjcNRvAA,4,0.10755938899460912,-0.08555643737218008,2
LANY,I Don't Wanna Love You Anymore,0.7020000000000001,0.623,0,-8.36,1,0.0417,0.322,0.0,0.0858,0.503,104.97399999999999,spotify:track:7ArrTJ1LwcGAlEO65LUQ7i,4,0.02193120606115283,-0.16255994563943674,2
LANY,Malibu Nights,0.5589999999999999,0.42200000000000004,11,-11.89,1,0.195,0.701,1.99e-06,0.0853,0.191,74.002,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,4,0.5996272983708987,0.03591501221610956,3
The Lumineers,Sleep On The Floor,0.389,0.431,7,-8.061,1,0.0344,0.249,0.0,0.13,0.275,142.14,spotify:track:5MMZJtHOiH1RmQSSe3DJdg,4,0.029791668040520296,0.40340207914905096,4
Nightly,the movies,0.6509999999999999,0.87,11,-4.8180000000000005,1,0.0262,0.0773,1.12e-05,0.0852,0.8109999999999999,109.984,spotify:track:4RR9tI04ScTvVBCVTyTzhy,4,-0.45511242388284406,-0.3481661896335195,5
Lost Frequencies,Are You With Me - Radio Edit,0.763,0.61,5,-8.094,0,0.0355,0.275,2.71e-05,0.12,0.392,121.031,spotify:track:62nhuooamoroYpJyqE0nLd,4,-0.004237203381337488,-0.07132956984180876,0
Said the Sky,Erase Me,0.528,0.61,5,-6.564,1,0.0287,0.376,7.32e-05,0.21100000000000002,0.304,130.11,spotify:track:0AISJtBDtZXgB2fuvcjQEN,4,0.0013746368594961971,0.18770296357529165,4
ODESZA,Falls (feat. Sasha Sloan),0.294,0.6970000000000001,6,-6.029,1,0.128,0.0398,0.00011,0.136,0.183,160.566,spotify:track:6oNZ0WxqptE7V0qpjtyJ4a,4,-0.33888881083053524,0.5564843044059717,6
FLETCHER,Undrunk,0.613,0.579,5,-6.484,1,0.0833,0.489,0.0,0.126,0.551,91.863,spotify:track:1Pj5oOFzLYELyyeh1IYRK0,4,0.13732325175216803,-0.20278474316897258,2
Marc E. Bassy,Just My Luck,0.617,0.64,8,-5.601,1,0.042,0.28300000000000003,1.02e-06,0.16399999999999998,0.34600000000000003,156.98,spotify:track:2QsBAfiNmngcrZsOTznqBG,4,-0.12217931568929896,0.1880867150764739,0
Calvin Harris,Summer,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,spotify:track:6YUTL4dYpB9xZO5qExPf05,4,-0.5312779736284376,-0.19800537955578068,5
Boy In Space,Cold,0.711,0.41200000000000003,9,-6.827000000000001,1,0.0445,0.184,0.0,0.0546,0.18600000000000003,130.015,spotify:track:5jYe1mOKg5zUx0enf1DOdz,4,0.04806471111604978,0.1635989491221521,4
Oh Wonder,Happy,0.698,0.516,6,-8.472000000000001,1,0.0331,0.45399999999999996,0.0,0.0922,0.516,101.979,spotify:track:64oxZ8Ma5HAWV04LAI2KwT,4,0.19035572898289574,-0.171689930453999,2
Jeremy Zucker,not ur friend,0.8009999999999999,0.272,4,-10.564,1,0.415,0.302,0.0,0.40700000000000003,0.648,68.965,spotify:track:1g8illkxDpZ9oHckc7NovJ,4,0.38870499114984647,-0.5054268717566845,2
Carlie Hanson,Back in My Arms,0.5429999999999999,0.7809999999999999,1,-4.854,0,0.0988,0.0879,0.0,0.0868,0.522,150.174,spotify:track:1FlAMUpKrjY4NdaqsXjl1w,4,-0.3872579472325743,0.08141157416239723,0
keshi,2 soon,0.517,0.6629999999999999,6,-6.688,0,0.0375,0.146,0.0,0.322,0.146,174.032,spotify:track:5SlU0Yhi51jobhEiGE4xDv,4,-0.2282175522935928,0.47290726009112893,6
The Chainsmokers,Roses (feat. ROZES) - Zaxx Remix,0.677,0.8809999999999999,1,-3.534,0,0.054000000000000006,0.00445,0.0146,0.359,0.5660000000000001,128.121,spotify:track:5MgBUUjbkQ27Kd9CbeZFLo,4,-0.5272288941544983,-0.15680556693525835,5
Christian French,superstars,0.312,0.614,8,-6.0729999999999995,1,0.0466,0.0589,0.0,0.0898,0.35600000000000004,205.37900000000002,spotify:track:0TqaX16qLpX7YqFcAl9lDy,4,-0.35552945490261384,0.6272546412157547,6
88rising,Midsummer Madness,0.409,0.6779999999999999,9,-7.731,1,0.0878,0.359,4.76e-06,0.16699999999999998,0.168,89.96799999999999,spotify:track:6TodWdTSDfzwgYynTZSvJn,4,0.027329921714779996,0.20715224030738666,4
Rich Brian,100 Degrees,0.7559999999999999,0.648,0,-5.287000000000001,1,0.0731,0.11800000000000001,0.0,0.515,0.657,80.979,spotify:track:2ZDpSQfBdgkooeXw6oj3Uz,4,-0.20943992288892097,-0.43778787738850905,5
Beach House,Space Song,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.14400000000000002,0.625,147.07299999999998,spotify:track:0hNhlwnzMLzZSlKGDCuHOo,4,-0.28563366160570797,0.045650813488428844,0
Sun Rai,San Francisco Street,0.877,0.542,2,-9.102,1,0.0419,0.22399999999999998,0.132,0.0858,0.509,111.47399999999999,spotify:track:5pjWzUc1tVcewUTdDJd6Ce,4,0.036235410721357546,-0.25759589416042494,2
Oh Wonder,How It Goes,0.581,0.35100000000000003,6,-12.2,1,0.10400000000000001,0.867,0.00162,0.375,0.524,93.988,spotify:track:5Dpeoi8BLN4iWM0oaRU7C6,4,0.6767100700621147,-0.11941567770344097,3
Hollow Coves,These Memories,0.537,0.265,1,-18.229,1,0.0304,0.961,0.131,0.0676,0.384,77.471,spotify:track:28sWYevC75ZrUMJ0tD4zWM,4,0.9529499844277067,0.019230727046886612,1
Vance Joy,Riptide,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,4,-0.03615625671345238,-0.042627075565745645,0
Phillip Phillips,Home,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.11699999999999999,0.322,121.04,spotify:track:4rsW3WCZBGwhHfJWuHRwyT,4,-0.3877654690827208,0.07239896948448124,0
Phillip Phillips,"Gone, Gone, Gone",0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.00200000000001,spotify:track:5L79aNYCTKiZq7vaOElXYj,4,-0.20463724253070167,-0.08984957329460885,0
The Lumineers,Ho Hey,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,spotify:track:0W4Kpfp1w2xkY3PrV714B7,4,0.5317950593615509,-0.14519932524420234,3
Vancouver Sleep Clinic,Ayahuasca,0.46299999999999997,0.228,4,-15.717,0,0.0338,0.7340000000000001,0.11,0.0691,0.0528,148.003,spotify:track:6oVm5ocTB8B0rjO5dZk8Px,4,0.7208794577763581,0.5710308322630484,1
Death Cab for Cutie,When We Drive,0.72,0.628,11,-8.759,0,0.0302,0.405,0.0201,0.311,0.524,103.57600000000001,spotify:track:3g2BcuGHf4zYPSxv1uoSmv,4,0.07766960850380471,-0.20544721443209593,2
Dream Easy Collective,Ultimately,0.7340000000000001,0.22,5,-17.295,1,0.226,0.8959999999999999,0.0,0.33899999999999997,0.625,106.977,spotify:track:0I0ZackSSk90oGUJtfKnJd,4,0.9153358068099806,-0.2298779929389907,3
Lostboycrow,Santa Fe,0.48200000000000004,0.37799999999999995,0,-10.448,0,0.0468,0.542,0.198,0.18899999999999997,0.401,187.834,spotify:track:0SzLEOsIqaVdThCSzvbgCy,3,0.2813923620356871,0.4249228029603745,4
Finding Hope,3:00 AM,0.5479999999999999,0.14800000000000002,0,-18.726,0,0.0419,0.557,0.000956,0.28600000000000003,0.0344,81.999,spotify:track:5HsSsEeP3hU9QSfHZrzbtA,4,0.7797171078657318,0.2914726681386929,1
Jeremy Zucker,thinking 2 much,0.667,0.371,6,-11.845,1,0.0476,0.7879999999999999,7.23e-06,0.0998,0.519,104.946,spotify:track:3X0J4QzAMCoyMZUSMCoVDw,4,0.5980509532143524,-0.11868161210243451,3
Oh Wonder,Plans,0.45799999999999996,0.298,0,-13.190999999999999,1,0.25,0.833,0.0599,0.0631,0.14400000000000002,76.575,spotify:track:5jOQ5v49S1h496AiNlk682,4,0.8083930826611744,0.16290382275190324,1
Gallant,Weight in Gold,0.38,0.43799999999999994,5,-5.526,0,0.0962,0.0259,1.29e-05,0.154,0.349,179.40400000000002,spotify:track:1gXBi2I04CLJkTQnhNfEJT,3,-0.22961370905583656,0.4854021111426514,6
Clueless Kit,Come to a Stop (feat. Kora),0.867,0.49200000000000005,0,-6.662999999999999,1,0.395,0.767,0.00409,0.102,0.542,160.031,spotify:track:169koB619bHoCZGLgAcDSX,4,0.45055858555517264,-0.19620343317527303,3
Catherine Feeny,Mr Blue,0.456,0.386,10,-10.293,1,0.032,0.835,0.10800000000000001,0.389,0.612,165.733,spotify:track:6ta5yavnnEfCE4faU0jebM,4,0.467443055014847,0.19471862918895821,1
Fialta,High Above Chicago,0.603,0.361,2,-9.335,1,0.0291,0.41600000000000004,0.00688,0.105,0.131,121.098,spotify:track:6brEbACn8gEJAZjbNQEElb,3,0.3006107017133961,0.2620496391877115,4
Oh Wonder,Without You,0.639,0.465,11,-7.247000000000001,0,0.0696,0.27,1.45e-06,0.124,0.319,86.994,spotify:track:0IVHlst3XMgzXUJbIyZ8oO,4,0.10345444463699449,-0.052118865984949074,2
Oh Wonder,Drive,0.657,0.456,9,-8.351,1,0.0961,0.705,8.84e-06,0.084,0.381,141.735,spotify:track:2kJqNHHGOzLNahukdvlDWN,4,0.4015567007898961,0.08509071669444143,3
Emma Sameth,Spin With You (feat. Jeremy Zucker),0.818,0.445,5,-7.4670000000000005,0,0.23,0.718,3.8799999999999994e-05,0.10800000000000001,0.423,95.944,spotify:track:1m7XbKhOvJst478ms8yUrr,4,0.4967569479163988,-0.2791025766259915,3
Jeremy Zucker,desire,0.623,0.23600000000000002,7,-12.529000000000002,1,0.0485,0.843,0.0,0.376,0.35100000000000003,137.938,spotify:track:4cxwiuYJltrPeWr5FDDntO,4,0.7132798865416813,0.16268944902007956,1
RKCB,Naive,0.64,0.5820000000000001,1,-9.529,1,0.040999999999999995,0.716,0.00117,0.32799999999999996,0.085,100.024,spotify:track:2jPQpbzZd90opXN0cBOspe,4,0.4114392354040495,0.12893072407108763,3
Oh Wonder,Heart Hope,0.377,0.375,8,-13.364,1,0.0505,0.938,0.0491,0.10800000000000001,0.0712,122.431,spotify:track:2Czp64BykWyWfIssRXQZvT,4,0.7411861274242417,0.4765662603120644,1
khai dreams,Summer Is Like a Dream,0.586,0.384,8,-16.529,1,0.24600000000000002,0.821,0.000524,0.0741,0.647,140.006,spotify:track:7BrvQTRoBtMlZuRuiWfFnf,4,0.6932613624096138,-0.01581923469005978,3
Jeremy Zucker,firefly,0.738,0.319,6,-8.479,0,0.11699999999999999,0.569,2.48e-05,0.145,0.42700000000000005,83.01700000000001,spotify:track:2ULvsEVdvPbXERrl3mGEE8,4,0.46060001589856747,-0.2176929862962493,3
Chris Wright,Up and Down,0.501,0.523,2,-9.298,1,0.174,0.877,3.19e-06,0.14300000000000002,0.5760000000000001,132.34799999999998,spotify:track:2qcusYRhQiSQexL1cmkj8N,4,0.4796799512445177,0.010360306476960247,3
Chris Wright,Sleep Alone,0.763,0.28600000000000003,0,-15.599,1,0.102,0.772,1.21e-05,0.0954,0.175,112.19200000000001,spotify:track:3uLeFt6TLThy8ij5cf6MTt,4,0.7891065330298349,0.09176704923565969,1
Milky Day,Blur,0.45299999999999996,0.287,11,-12.695,1,0.051,0.787,0.0,0.106,0.076,127.454,spotify:track:4ugiUtLDE6ACEeG5vj1rEh,4,0.6781744870094376,0.44790579427602956,1
khai dreams,Drifting Away,0.52,0.268,1,-15.199000000000002,1,0.0407,0.7390000000000001,0.177,0.0718,0.273,119.85600000000001,spotify:track:34CuWXYL4yE4zgUR7yKqC3,4,0.6952782140959386,0.25966000993131044,1
Chris Wright,You're the Reason,0.693,0.40299999999999997,0,-8.773,1,0.191,0.946,5.07e-06,0.10400000000000001,0.677,115.62100000000001,spotify:track:1OJqtwMsA3RHmAYh6DHWYK,4,0.635820716237535,-0.2664365111478897,3
keshi,as long as it takes you,0.8759999999999999,0.28800000000000003,1,-9.208,0,0.321,0.449,0.000396,0.3,0.27899999999999997,139.994,spotify:track:2XpmzywSGH1OILU0mxSHBy,4,0.4330456591997809,-0.03754101855862686,3
UMI,Lullaby,0.8490000000000001,0.19,7,-9.628,1,0.0447,0.5489999999999999,0.00229,0.102,0.203,113.955,spotify:track:1K1b1rPjbbam1NXUPg4VrK,3,0.5552111379988971,0.006827239921643908,3
UMI,Butterfly,0.785,0.27,5,-14.457,1,0.0892,0.255,0.00132,0.0953,0.12,131.894,spotify:track:4qkVALwOxCIEZ7I5gkZ3m4,4,0.3791582415568849,0.21276081945960756,4
UMI,Midnight Blues,0.763,0.494,11,-6.857,0,0.0487,0.965,0.00173,0.17300000000000001,0.34700000000000003,88.01100000000001,spotify:track:5HYSOEDwblGTVSh88TZnet,4,0.6003577327096287,-0.20584000278091955,3
UMI,Remember Me,0.84,0.344,5,-8.613,0,0.0374,0.456,3.3600000000000004e-05,0.35,0.526,111.994,spotify:track:630Ug0XtmhhFvAKo0PNuEI,4,0.30685369107679045,-0.23998588395572615,2
RINI,Carefree,0.715,0.317,4,-12.28,0,0.109,0.8240000000000001,1.9e-06,0.12300000000000001,0.239,120.029,spotify:track:1dlgxW5PwUT0v1xzHTCRgH,4,0.7148924647147953,0.08453191652993915,1
RINI,My Favourite Clothes,0.746,0.33899999999999997,2,-9.041,1,0.14400000000000002,0.48200000000000004,1.36e-05,0.0838,0.29100000000000004,119.92399999999999,spotify:track:2ZwIO3ufWLFYxtEoam9ydu,4,0.3864560378685805,0.013399584659328993,3
keshi,like i need u,0.748,0.465,5,-8.163,1,0.0869,0.39899999999999997,0.0,0.294,0.41200000000000003,119.87200000000001,spotify:track:7ivYWXqrPLs66YwakDuSim,4,0.18495031275592513,-0.0836235656343578,2
LANY,ILYSB - STRIPPED,0.6609999999999999,0.39299999999999996,5,-8.199,1,0.0554,0.546,0.000131,0.11,0.165,83.851,spotify:track:3Dkvp3L4w0uJFYfIPa8E9H,4,0.40126672066958785,0.025591832159896032,3
Joji,SLOW DANCING IN THE DARK,0.515,0.479,3,-7.457999999999999,1,0.0261,0.544,0.00598,0.191,0.284,88.964,spotify:track:0rKtyWc8bvkriBthvHKY8d,4,0.2734563155015388,0.06640811263591358,4
khai dreams,Through and Through,0.852,0.424,6,-9.308,1,0.0463,0.38299999999999995,0.0,0.0843,0.591,94.934,spotify:track:5lH3H5LMsBnWfec33fui3w,4,0.23809198645585355,-0.35083856628238785,2
COIN,Malibu 1992,0.5589999999999999,0.32,6,-7.694,1,0.0414,0.0644,0.132,0.17300000000000001,0.49700000000000005,147.366,spotify:track:0nMqu5vN44GNv8UOQxmBJK,4,-0.054452540650861185,0.15997360201505495,0
ASTN,18,0.5539999999999999,0.452,8,-12.751,1,0.5379999999999999,0.575,0.0,0.34700000000000003,0.344,84.98200000000001,spotify:track:1XFbCFyh2mPCDUBtoHut9A,3,0.5417922015002522,-0.09090393734887033,3
khai dreams,Lost in You,0.7709999999999999,0.607,5,-12.02,0,0.113,0.33399999999999996,0.0,0.122,0.79,90.035,spotify:track:2itR8VHeTVKInnMPec8mj8,4,0.11725721695877217,-0.4561638314780368,2
khai dreams,Do You Wonder,0.774,0.281,4,-12.527000000000001,1,0.0404,0.545,0.0249,0.105,0.341,140.086,spotify:track:08zeEYblrLGAwATpniIMCu,4,0.4938102119757898,0.0835270182670199,3
The Paper Kites,Bloom - Bonus Track,0.5920000000000001,0.41600000000000004,1,-9.794,1,0.0246,0.882,0.000586,0.11199999999999999,0.41700000000000004,96.00200000000001,spotify:track:41yIvlFgvGwxq8qTqAR7eG,4,0.6026275972580748,-0.046944790410242215,3
NIKI,lowkey,0.752,0.494,0,-8.18,1,0.0559,0.43200000000000005,0.0,0.0869,0.22699999999999998,117.90100000000001,spotify:track:5TTXEcfsYLh6fTarLaevTi,4,0.22140954721630066,0.03932593795364463,4
khai dreams,Fantasy,0.35,0.43,7,-13.14,1,0.131,0.715,0.0,0.299,0.203,169.908,spotify:track:53usuYfeK66GLBhm6k7x5e,4,0.4744598581487989,0.5727263964288315,1
DPR LIVE,Jasmine,0.597,0.486,8,-5.893,1,0.0986,0.331,0.0,0.14,0.397,137.68,spotify:track:2IgbYlOlFpiSFYnsqB39lM,4,0.04385118061739757,0.10259485130240378,4
Marshmello,Happier,0.687,0.792,5,-2.7489999999999997,1,0.0452,0.191,0.0,0.16699999999999998,0.6709999999999999,100.015,spotify:track:2dpaYNEQHiRxtZbfNsse99,4,-0.32559529849668756,-0.3389237794292854,5
ILLENIUM,In Your Arms (with X Ambassadors),0.40399999999999997,0.8059999999999999,2,-4.75,1,0.0496,0.198,0.0,0.114,0.11199999999999999,148.036,spotify:track:70YPzqSEwJvAIQ6nMs1cjY,4,-0.29674235358156903,0.4557701207367926,6
Marshmello,Happier,0.687,0.792,5,-2.7489999999999997,1,0.0452,0.191,0.0,0.16699999999999998,0.6709999999999999,100.015,spotify:track:2dpaYNEQHiRxtZbfNsse99,4,-0.32559529849668756,-0.3389237794292854,5
ILLENIUM,In Your Arms (with X Ambassadors),0.40399999999999997,0.8059999999999999,2,-4.75,1,0.0496,0.198,0.0,0.114,0.11199999999999999,148.036,spotify:track:70YPzqSEwJvAIQ6nMs1cjY,4,-0.29674235358156903,0.4557701207367926,6
ILLENIUM,Good Things Fall Apart (with Jon Bellion),0.643,0.594,2,-5.452999999999999,1,0.0318,0.0128,0.0,0.11800000000000001,0.442,144.033,spotify:track:6pooRNiLyYpxZeIA5kJ5EX,4,-0.2934551710939446,0.07663688398046539,0
Halsey,Colors - Audien Remix,0.649,0.885,1,-2.012,1,0.106,0.0722,8.03e-05,0.10099999999999999,0.7190000000000001,134.93200000000002,spotify:track:3WtCu35qpzGCLIGa8pczdu,4,-0.5208806705793005,-0.22588715956694713,5
Gryffin,All You Need To Know (feat. Calle Lehmann),0.513,0.7879999999999999,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.23399999999999999,139.987,spotify:track:4Gcv5SsxnQWpmOnUI19EJk,4,-0.42336619731080843,0.2722348948697099,6
The Chainsmokers,Takeaway,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.10099999999999999,0.35100000000000003,100.1,spotify:track:3g0mEQx3NTanacLseoP0Gw,4,-0.057988997303233224,0.08052010660265489,0
The Chainsmokers,Closer,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.6609999999999999,95.01,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,4,0.0891949799239439,-0.35444870564660946,2
The Chainsmokers,Something Just Like This,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.4400000000000001e-05,0.16399999999999998,0.446,103.01899999999999,spotify:track:6RUKPb4LETWmmr3iAEQktW,4,-0.22976265997864007,-0.06424589647140291,0
SLANDER,Potions,0.545,0.32299999999999995,3,-12.005999999999998,1,0.0391,0.102,2.74e-06,0.107,0.193,149.941,spotify:track:5uGCoNepb3NfYHzdVDXQtC,4,0.10199441763108666,0.4153581159232608,4
ILLENIUM,Crashing (feat. Bahari),0.5820000000000001,0.6809999999999999,5,-6.138,1,0.0458,0.342,0.0,0.18600000000000003,0.273,95.995,spotify:track:17Efhyf4A96n0EFXKeB7Ya,4,-0.02611300791843854,0.022313146511356755,0
SLANDER,Love Is Gone,0.452,0.465,4,-10.006,0,0.0344,0.0589,0.000524,0.095,0.0832,149.586,spotify:track:39glqzRVRAy4vq3PqeTGb8,4,-0.06252113483259428,0.5329302202618907,6
Gryffin,Just For A Moment (feat. Iselin),0.536,0.7759999999999999,1,-6.343,0,0.0485,0.0137,1.83e-05,0.26899999999999996,0.414,144.037,spotify:track:24FFOpCA6bc5YoU2F3TKqS,4,-0.40734949085666794,0.1531998025307968,6
Cash Cash,How to Love (feat. Sofia Reyes) - Boombox Cartel Remix,0.5479999999999999,0.895,9,-1.9880000000000002,0,0.102,0.11,0.0,0.0816,0.682,150.122,spotify:track:22S5BO6h7JIOjg2Uw88l8e,4,-0.5255444143340318,-0.0653901595103844,5
Timmy Trumpet,Freaks - Radio Edit,0.882,0.965,4,-0.818,1,0.13,0.0136,0.38799999999999996,0.20600000000000002,0.759,128.129,spotify:track:4f3NHOxgC8Bg21IJBg4cZ3,4,-0.6031897818858202,-0.4846615296313783,5
Said the Sky,Superstar,0.617,0.721,5,-5.568,1,0.0375,0.0712,6.61e-05,0.0867,0.42200000000000004,134.974,spotify:track:1DxEbPu9z1SVGh7dXMuzS9,4,-0.31937472573527864,0.05752383581729113,0
Gryffin,Tie Me Down (with Elley Duhé),0.608,0.845,6,-2.292,1,0.0597,0.136,0.0,0.111,0.322,98.976,spotify:track:2zh01m4PiHaZz4BAm0NRxs,4,-0.36541098409161005,-0.054237729692852774,5
Seven Lions,Rush Over Me,0.441,0.753,0,-4.074,1,0.044000000000000004,0.0701,0.0,0.027000000000000003,0.254,135.015,spotify:track:6BDLcvvtyJD2vnXRDi1IjQ,4,-0.3705572222975637,0.2947475045560662,6
Gryffin,Nobody Compares To You (feat. Katie Pearlman),0.59,0.764,2,-4.735,1,0.0467,0.22899999999999998,0.0,0.192,0.331,104.911,spotify:track:17ejRbr6B8l9zdqgCZsn4m,4,-0.20955772471446982,-0.0023997576149768253,0
Zedd,Happy Now,0.503,0.741,4,-5.127999999999999,1,0.047,0.579,1.49e-06,0.0712,0.45799999999999996,88.335,spotify:track:4keoy2fqgwGnbWlm3ZVZFa,3,0.06459459931921638,-0.09271342618093897,2
Halsey,Without Me - ILLENIUM Remix,0.639,0.71,6,-3.358,1,0.0479,0.483,2.22e-06,0.21899999999999997,0.373,136.004,spotify:track:4bw3ZyWA1ui0Adu285NWDl,4,-0.04525158261660411,0.033285340503606466,0
The Chainsmokers,Don't Let Me Down (feat. Daya) - Illenium Remix,0.428,0.6559999999999999,11,-3.7119999999999997,1,0.075,0.0751,0.18100000000000002,0.15,0.355,79.648,spotify:track:15BlympuVSfZFROojEMY2M,4,-0.26858664517944186,0.020746075471335976,0
The Wanted,We Own The Night - The Chainsmokers Edit,0.602,0.8390000000000001,8,-3.5610000000000004,0,0.0389,0.0141,0.0083,0.0897,0.402,126.001,spotify:track:6h9xi8i9zVOXk5FqGqcBNH,4,-0.47019407715978584,0.022454888842263626,5
Zedd,Spectrum,0.609,0.8009999999999999,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.40700000000000003,129.99,spotify:track:1dFkD1JfRMzwO6hwUsE8aS,4,-0.43452453515051265,0.03907292471783599,5
Kygo,Firestone (feat. Conrad Sewell),0.486,0.652,11,-7.226,0,0.052000000000000005,0.408,6.63e-05,0.077,0.391,113.055,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,4,0.021362594252564076,0.0945726033390368,4
Avicii,The Nights,0.527,0.835,6,-5.297999999999999,1,0.0433,0.0166,0.0,0.249,0.654,125.98299999999999,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,4,-0.48299852243402913,-0.08342603366012775,5
Grace VanderWaal,Moonlight - BKAYE Remix,0.498,0.872,7,-2.336,1,0.153,0.039,0.0,0.276,0.365,91.866,spotify:track:0xrcHE5F1e4OMJ2V9fc2Br,4,-0.45430821331151106,-0.04800361819165588,5
Gryffin,Whole Heart - BKAYE Remix,0.507,0.693,9,-6.921,1,0.166,0.0701,1.17e-06,0.17,0.465,83.772,spotify:track:31MNOpsq7wfsrlIEV0vDrv,4,-0.21690026124941003,-0.10002998496511684,0
Gryffin,Whole Heart,0.501,0.648,9,-7.172999999999999,1,0.0696,0.027999999999999997,1.26e-05,0.153,0.191,163.834,spotify:track:4Z1t1aMRif8ES212kTN8H2,4,-0.2798679636301119,0.4278548206713602,6
Alan Walker,Faded,0.589,0.6509999999999999,6,-5.0969999999999995,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.01100000000001,spotify:track:7gHs73wELdeycvS48JfIos,4,-0.23889686107983316,0.08533809967142286,0
Zedd,Beautiful Now,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.4800000000000002e-05,0.07400000000000001,0.56,128.003,spotify:track:2ISSQPb9LHHiV6ng2NXosL,4,-0.4819421694230217,-0.08840276283144487,5
Cash Cash,Take Me Home (feat. Bebe Rexha),0.5710000000000001,0.903,7,-2.184,1,0.214,0.0615,1.23e-06,0.18600000000000003,0.47700000000000004,127.95100000000001,spotify:track:2zMXH5k5NZy1Nw460bLvRh,4,-0.4844553256575026,-0.05519291303262873,5
2 Friends Remixes,Mr. Brightside - Original,0.47700000000000004,0.7759999999999999,1,-5.933,1,0.0445,0.026000000000000002,0.0,0.0914,0.445,148.08100000000002,spotify:track:5XRuR2wBLylhBAK6HMIS29,4,-0.41781189341400804,0.19863252440994478,6
