uri,artist,title,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,pc1,pc2,label
spotify:track:7ArrTJ1LwcGAlEO65LUQ7i,LANY,I Don't Wanna Love You Anymore,0.7020000000000001,0.623,-8.36,0.0417,0.322,0.0858,0.503,104.97399999999999,0.019066836393953575,-0.16281793668176706,2
spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,LANY,Malibu Nights,0.5589999999999999,0.42200000000000004,-11.89,0.195,0.701,0.0853,0.191,74.002,0.5978932045789908,0.031231945169430248,5
spotify:track:5MMZJtHOiH1RmQSSe3DJdg,The Lumineers,Sleep On The Floor,0.389,0.431,-8.061,0.0344,0.249,0.13,0.275,142.14,0.027761881216413483,0.40496185100546284,6
spotify:track:4RR9tI04ScTvVBCVTyTzhy,Nightly,the movies,0.6509999999999999,0.87,-4.8180000000000005,0.0262,0.0773,0.0852,0.8109999999999999,109.984,-0.45790322434056274,-0.34672629191724297,0
spotify:track:62nhuooamoroYpJyqE0nLd,Lost Frequencies,Are You With Me - Radio Edit,0.763,0.61,-8.094,0.0355,0.275,0.12,0.392,121.031,-0.007386215938278432,-0.07109472396343045,4
spotify:track:0AISJtBDtZXgB2fuvcjQEN,Said the Sky,Erase Me,0.528,0.61,-6.564,0.0287,0.376,0.21100000000000002,0.304,130.11,-0.0004042056855263177,0.18821383692638824,6
spotify:track:6oNZ0WxqptE7V0qpjtyJ4a,ODESZA,Falls (feat. Sasha Sloan),0.294,0.6970000000000001,-6.029,0.128,0.0398,0.136,0.183,160.566,-0.3401326796898199,0.5567228097894399,3
spotify:track:1Pj5oOFzLYELyyeh1IYRK0,FLETCHER,Undrunk,0.613,0.579,-6.484,0.0833,0.489,0.126,0.551,91.863,0.13518050961353759,-0.2035781261668556,2
spotify:track:2QsBAfiNmngcrZsOTznqBG,Marc E. Bassy,Just My Luck,0.617,0.64,-5.601,0.042,0.28300000000000003,0.16399999999999998,0.34600000000000003,156.98,-0.12439644644422204,0.18948734291940797,4
spotify:track:6YUTL4dYpB9xZO5qExPf05,Calvin Harris,Summer,0.596,0.856,-3.556,0.0346,0.0211,0.141,0.743,127.949,-0.5339338124040087,-0.19558233119374172,0
spotify:track:5jYe1mOKg5zUx0enf1DOdz,Boy In Space,Cold,0.711,0.41200000000000003,-6.827000000000001,0.0445,0.184,0.0546,0.18600000000000003,130.015,0.04489154698702208,0.16348232044939945,6
spotify:track:64oxZ8Ma5HAWV04LAI2KwT,Oh Wonder,Happy,0.698,0.516,-8.472000000000001,0.0331,0.45399999999999996,0.0922,0.516,101.979,0.18755276825523992,-0.17172981647323626,2
spotify:track:1g8illkxDpZ9oHckc7NovJ,Jeremy Zucker,not ur friend,0.8009999999999999,0.272,-10.564,0.415,0.302,0.40700000000000003,0.648,68.965,0.3829365929994477,-0.5030288229974702,2
spotify:track:1FlAMUpKrjY4NdaqsXjl1w,Carlie Hanson,Back in My Arms,0.5429999999999999,0.7809999999999999,-4.854,0.0988,0.0879,0.0868,0.522,150.174,-0.38944007165987415,0.08248066848884932,4
spotify:track:5SlU0Yhi51jobhEiGE4xDv,keshi,2 soon,0.517,0.6629999999999999,-6.688,0.0375,0.146,0.322,0.146,174.032,-0.2304727292985339,0.47571996566594554,3
spotify:track:5MgBUUjbkQ27Kd9CbeZFLo,The Chainsmokers,Roses (feat. ROZES) - Zaxx Remix,0.677,0.8809999999999999,-3.534,0.054000000000000006,0.00445,0.359,0.5660000000000001,128.121,-0.5303745568440683,-0.15358270333714974,0
spotify:track:0TqaX16qLpX7YqFcAl9lDy,Christian French,superstars,0.312,0.614,-6.0729999999999995,0.0466,0.0589,0.0898,0.35600000000000004,205.37900000000002,-0.35714566381994517,0.6309156841085688,3
spotify:track:6TodWdTSDfzwgYynTZSvJn,88rising,Midsummer Madness,0.409,0.6779999999999999,-7.731,0.0878,0.359,0.16699999999999998,0.168,89.96799999999999,0.026323094127187596,0.20406711892186782,6
spotify:track:2ZDpSQfBdgkooeXw6oj3Uz,Rich Brian,100 Degrees,0.7559999999999999,0.648,-5.287000000000001,0.0731,0.11800000000000001,0.515,0.657,80.979,-0.21389280915084102,-0.4333037257171427,0
spotify:track:0hNhlwnzMLzZSlKGDCuHOo,Beach House,Space Song,0.509,0.79,-7.105,0.0293,0.218,0.14400000000000002,0.625,147.07299999999998,-0.28772291608199896,0.047932915601888795,4
spotify:track:5pjWzUc1tVcewUTdDJd6Ce,Sun Rai,San Francisco Street,0.877,0.542,-9.102,0.0419,0.22399999999999998,0.0858,0.509,111.47399999999999,0.03205505285846598,-0.2566853629857595,2
spotify:track:5Dpeoi8BLN4iWM0oaRU7C6,Oh Wonder,How It Goes,0.581,0.35100000000000003,-12.2,0.10400000000000001,0.867,0.375,0.524,93.988,0.6740833150499658,-0.11767665189796968,5
spotify:track:28sWYevC75ZrUMJ0tD4zWM,Hollow Coves,These Memories,0.521,0.265,-18.229,0.0319,0.961,0.0676,0.392,77.51899999999999,0.9476251443007274,0.024250277446729,1
spotify:track:3JvrhDOgAt6p7K8mDyZwRd,Vance Joy,Riptide,0.484,0.731,-6.694,0.0379,0.431,0.151,0.51,101.654,-0.037478933376299095,-0.04339958183162814,4
spotify:track:4rsW3WCZBGwhHfJWuHRwyT,Phillip Phillips,Home,0.606,0.826,-6.04,0.0307,0.0256,0.11699999999999999,0.322,121.04,-0.39005620419497467,0.07174792166779484,4
spotify:track:5L79aNYCTKiZq7vaOElXYj,Phillip Phillips,"Gone, Gone, Gone",0.664,0.642,-5.961,0.038,0.129,0.114,0.501,118.00200000000001,-0.20766285305736637,-0.08880502987672564,4
spotify:track:0W4Kpfp1w2xkY3PrV714B7,The Lumineers,Ho Hey,0.685,0.466,-9.074,0.0304,0.794,0.0915,0.353,79.936,0.5301011008221793,-0.14819082895855876,5
spotify:track:6oVm5ocTB8B0rjO5dZk8Px,Vancouver Sleep Clinic,Ayahuasca,0.46299999999999997,0.228,-15.717,0.0338,0.7340000000000001,0.0691,0.0528,148.003,0.719087528054349,0.5704488882359745,1
spotify:track:3g2BcuGHf4zYPSxv1uoSmv,Death Cab for Cutie,When We Drive,0.72,0.628,-8.759,0.0302,0.405,0.311,0.524,103.57600000000001,0.07445869856946206,-0.2035651163700062,2
spotify:track:0I0ZackSSk90oGUJtfKnJd,Dream Easy Collective,Ultimately,0.7340000000000001,0.22,-17.295,0.226,0.8959999999999999,0.33899999999999997,0.625,106.977,0.9110788273303798,-0.22716498325847412,5
spotify:track:0SzLEOsIqaVdThCSzvbgCy,Lostboycrow,Santa Fe,0.48200000000000004,0.37799999999999995,-10.448,0.0468,0.542,0.18899999999999997,0.401,187.834,0.27909985660402825,0.4289786664436944,6
spotify:track:5HsSsEeP3hU9QSfHZrzbtA,Finding Hope,3:00 AM,0.5479999999999999,0.14800000000000002,-18.726,0.0419,0.557,0.28600000000000003,0.0344,81.999,0.7761140884415253,0.2916534486780571,1
spotify:track:3X0J4QzAMCoyMZUSMCoVDw,Jeremy Zucker,thinking 2 much,0.667,0.371,-11.845,0.0476,0.7879999999999999,0.0998,0.519,104.946,0.5955599364355131,-0.11883326449738107,5
spotify:track:5jOQ5v49S1h496AiNlk682,Oh Wonder,Plans,0.45799999999999996,0.298,-13.190999999999999,0.25,0.833,0.0631,0.14400000000000002,76.575,0.8070456597716164,0.15771776681917787,1
spotify:track:1gXBi2I04CLJkTQnhNfEJT,Gallant,Weight in Gold,0.38,0.43799999999999994,-5.526,0.0962,0.0259,0.154,0.349,179.40400000000002,-0.23220675238932484,0.48943856609770725,3
spotify:track:169koB619bHoCZGLgAcDSX,Clueless Kit,Come to a Stop (feat. Kora),0.867,0.49200000000000005,-6.662999999999999,0.395,0.767,0.102,0.542,160.031,0.4476957440078192,-0.1972565660122959,5
spotify:track:6ta5yavnnEfCE4faU0jebM,Catherine Feeny,Mr Blue,0.456,0.386,-10.293,0.032,0.835,0.389,0.612,165.733,0.46541234153857525,0.20031605414063847,1
spotify:track:6brEbACn8gEJAZjbNQEElb,Fialta,High Above Chicago,0.603,0.361,-9.335,0.0291,0.41600000000000004,0.105,0.131,121.098,0.29815452501731604,0.2613911001280585,6
spotify:track:0IVHlst3XMgzXUJbIyZ8oO,Oh Wonder,Without You,0.639,0.465,-7.247000000000001,0.0696,0.27,0.124,0.319,86.994,0.10055911472562164,-0.05307508144437135,2
spotify:track:2kJqNHHGOzLNahukdvlDWN,Oh Wonder,Drive,0.657,0.456,-8.351,0.0961,0.705,0.084,0.381,141.735,0.39966671191665554,0.08457120068440614,5
spotify:track:1m7XbKhOvJst478ms8yUrr,Emma Sameth,Spin With You (feat. Jeremy Zucker),0.818,0.445,-7.4670000000000005,0.23,0.718,0.10800000000000001,0.423,95.944,0.49407388383010636,-0.28182646672086764,5
spotify:track:4cxwiuYJltrPeWr5FDDntO,Jeremy Zucker,desire,0.623,0.23600000000000002,-12.529000000000002,0.0485,0.843,0.376,0.35100000000000003,137.938,0.7103736113333536,0.16612193481310736,1
spotify:track:2jPQpbzZd90opXN0cBOspe,RKCB,Naive,0.64,0.5820000000000001,-9.529,0.040999999999999995,0.716,0.32799999999999996,0.085,100.024,0.4099137755528764,0.12689233532624083,5
spotify:track:2Czp64BykWyWfIssRXQZvT,Oh Wonder,Heart Hope,0.377,0.375,-13.364,0.0505,0.938,0.10800000000000001,0.0712,122.431,0.740872628307222,0.4736197626475523,1
spotify:track:7BrvQTRoBtMlZuRuiWfFnf,khai dreams,Summer Is Like a Dream,0.586,0.384,-16.529,0.24600000000000002,0.821,0.0741,0.647,140.006,0.6904207460414538,-0.015194443523357708,5
spotify:track:2ULvsEVdvPbXERrl3mGEE8,Jeremy Zucker,firefly,0.738,0.319,-8.479,0.11699999999999999,0.569,0.145,0.42700000000000005,83.01700000000001,0.4573732038323395,-0.21839653250620475,5
spotify:track:2qcusYRhQiSQexL1cmkj8N,Chris Wright,Up and Down,0.501,0.523,-9.298,0.174,0.877,0.14300000000000002,0.5760000000000001,132.34799999999998,0.47851709434551515,0.009923814267327274,5
spotify:track:3uLeFt6TLThy8ij5cf6MTt,Chris Wright,Sleep Alone,0.763,0.28600000000000003,-15.599,0.102,0.772,0.0954,0.175,112.19200000000001,0.7860658680716213,0.08990860932727289,1
spotify:track:4ugiUtLDE6ACEeG5vj1rEh,Milky Day,Blur,0.45299999999999996,0.287,-12.695,0.051,0.787,0.106,0.076,127.454,0.6769260836981926,0.4462111763704802,1
spotify:track:34CuWXYL4yE4zgUR7yKqC3,khai dreams,Drifting Away,0.52,0.268,-15.199000000000002,0.0407,0.7390000000000001,0.0718,0.273,119.85600000000001,0.6930712637067787,0.25917454935716144,1
spotify:track:1OJqtwMsA3RHmAYh6DHWYK,Chris Wright,You're the Reason,0.693,0.40299999999999997,-8.773,0.191,0.946,0.10400000000000001,0.677,115.62100000000001,0.6336932339988579,-0.26696678653630124,5
spotify:track:2XpmzywSGH1OILU0mxSHBy,keshi,as long as it takes you,0.8759999999999999,0.28800000000000003,-9.208,0.321,0.449,0.3,0.27899999999999997,139.994,0.42847001973747373,-0.036109272823769016,5
spotify:track:1K1b1rPjbbam1NXUPg4VrK,UMI,Lullaby,0.8490000000000001,0.19,-9.628,0.0447,0.5489999999999999,0.102,0.203,113.955,0.551500664053216,0.006723963108270138,5
spotify:track:4qkVALwOxCIEZ7I5gkZ3m4,UMI,Butterfly,0.785,0.27,-14.457,0.0892,0.255,0.0953,0.12,131.894,0.37469219924058067,0.21339260814161357,6
spotify:track:5HYSOEDwblGTVSh88TZnet,UMI,Midnight Blues,0.763,0.494,-6.857,0.0487,0.965,0.17300000000000001,0.34700000000000003,88.01100000000001,0.5989709839122459,-0.20880641449653337,5
spotify:track:630Ug0XtmhhFvAKo0PNuEI,UMI,Remember Me,0.84,0.344,-8.613,0.0374,0.456,0.35,0.526,111.994,0.3024230917898885,-0.2359686041355618,2
spotify:track:1dlgxW5PwUT0v1xzHTCRgH,RINI,Carefree,0.715,0.317,-12.28,0.109,0.8240000000000001,0.12300000000000001,0.239,120.029,0.71245811753598,0.08308216555590303,1
spotify:track:2ZwIO3ufWLFYxtEoam9ydu,RINI,My Favourite Clothes,0.746,0.33899999999999997,-9.041,0.14400000000000002,0.48200000000000004,0.0838,0.29100000000000004,119.92399999999999,0.3832579211977538,0.012660189487764133,5
spotify:track:7ivYWXqrPLs66YwakDuSim,keshi,like i need u,0.748,0.465,-8.163,0.0869,0.39899999999999997,0.294,0.41200000000000003,119.87200000000001,0.1813705049251238,-0.0814803834962397,2
spotify:track:3Dkvp3L4w0uJFYfIPa8E9H,LANY,ILYSB - STRIPPED,0.6609999999999999,0.39299999999999996,-8.199,0.0554,0.546,0.11,0.165,83.851,0.39907395605345514,0.022819343696911756,5
spotify:track:0rKtyWc8bvkriBthvHKY8d,Joji,SLOW DANCING IN THE DARK,0.515,0.479,-7.457999999999999,0.0261,0.544,0.191,0.284,88.964,0.2718404583809748,0.0651522821925183,6
spotify:track:5lH3H5LMsBnWfec33fui3w,khai dreams,Through and Through,0.852,0.424,-9.308,0.0463,0.38299999999999995,0.0843,0.591,94.934,0.2339924875206141,-0.34996623896501927,2
spotify:track:0nMqu5vN44GNv8UOQxmBJK,COIN,Malibu 1992,0.5589999999999999,0.32,-7.694,0.0414,0.0644,0.17300000000000001,0.49700000000000005,147.366,-0.058443171364255427,0.16497111075173276,4
spotify:track:1XFbCFyh2mPCDUBtoHut9A,ASTN,18,0.5539999999999999,0.452,-12.751,0.5379999999999999,0.575,0.34700000000000003,0.344,84.98200000000001,0.5386128474814798,-0.0933247935493922,5
spotify:track:2itR8VHeTVKInnMPec8mj8,khai dreams,Lost in You,0.7709999999999999,0.607,-12.02,0.113,0.33399999999999996,0.122,0.79,90.035,0.11312895116286992,-0.45487963939721526,2
spotify:track:08zeEYblrLGAwATpniIMCu,khai dreams,Do You Wonder,0.774,0.281,-12.527000000000001,0.0404,0.545,0.105,0.341,140.086,0.4901281545635838,0.08512316326423779,5
spotify:track:41yIvlFgvGwxq8qTqAR7eG,The Paper Kites,Bloom - Bonus Track,0.5920000000000001,0.41600000000000004,-9.794,0.0246,0.882,0.11199999999999999,0.41700000000000004,96.00200000000001,0.6012137053226644,-0.048610117469671574,5
spotify:track:5TTXEcfsYLh6fTarLaevTi,NIKI,lowkey,0.752,0.494,-8.18,0.0559,0.43200000000000005,0.0869,0.22699999999999998,117.90100000000001,0.21874216669238647,0.037913444612285865,6
spotify:track:53usuYfeK66GLBhm6k7x5e,khai dreams,Fantasy,0.35,0.43,-13.14,0.131,0.715,0.299,0.203,169.908,0.4731010741299409,0.5744986119431826,1
spotify:track:2IgbYlOlFpiSFYnsqB39lM,DPR LIVE,Jasmine,0.597,0.486,-5.893,0.0986,0.331,0.14,0.397,137.68,0.04131093457520474,0.1037045703760993,6
spotify:track:2dpaYNEQHiRxtZbfNsse99,Marshmello,Happier,0.687,0.792,-2.7489999999999997,0.0452,0.191,0.16699999999999998,0.6709999999999999,100.015,-0.3281709260292525,-0.33823519095244153,0
spotify:track:70YPzqSEwJvAIQ6nMs1cjY,ILLENIUM,In Your Arms (with X Ambassadors),0.40399999999999997,0.8059999999999999,-4.75,0.0496,0.198,0.114,0.11199999999999999,148.036,-0.29730666923158755,0.4539846694367237,3
spotify:track:6pooRNiLyYpxZeIA5kJ5EX,ILLENIUM,Good Things Fall Apart (with Jon Bellion),0.643,0.594,-5.452999999999999,0.0318,0.0128,0.11800000000000001,0.442,144.033,-0.29672783904345157,0.07908022208307428,4
spotify:track:3WtCu35qpzGCLIGa8pczdu,Halsey,Colors - Audien Remix,0.649,0.885,-2.012,0.106,0.0722,0.10099999999999999,0.7190000000000001,134.93200000000002,-0.5233096754406941,-0.2246978766654776,0
spotify:track:4Gcv5SsxnQWpmOnUI19EJk,Gryffin,All You Need To Know (feat. Calle Lehmann),0.513,0.7879999999999999,-4.629,0.0364,0.00968,0.11,0.23399999999999999,139.987,-0.4251377459382354,0.2718251337336877,3
spotify:track:3g0mEQx3NTanacLseoP0Gw,The Chainsmokers,Takeaway,0.528,0.511,-8.144,0.0324,0.126,0.10099999999999999,0.35100000000000003,100.1,-0.06078315148516465,0.08066029367388299,4
spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,Closer,0.748,0.524,-5.599,0.0338,0.414,0.111,0.6609999999999999,95.01,0.08611497614188705,-0.35365128457269995,2
spotify:track:6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,Something Just Like This,0.617,0.635,-6.769,0.0317,0.0498,0.16399999999999998,0.446,103.01899999999999,-0.23293543752883286,-0.06321520482945121,4
spotify:track:5uGCoNepb3NfYHzdVDXQtC,SLANDER,Potions,0.545,0.32299999999999995,-12.005999999999998,0.0391,0.102,0.107,0.193,149.941,0.09836582577068821,0.41780970739226375,6
spotify:track:17Efhyf4A96n0EFXKeB7Ya,ILLENIUM,Crashing (feat. Bahari),0.5820000000000001,0.6809999999999999,-6.138,0.0458,0.342,0.18600000000000003,0.273,95.995,-0.02787742836834369,0.020586934050494943,4
spotify:track:39glqzRVRAy4vq3PqeTGb8,SLANDER,Love Is Gone,0.452,0.465,-10.006,0.0344,0.0589,0.095,0.0832,149.586,-0.06508476968473476,0.5337502301386801,3
spotify:track:24FFOpCA6bc5YoU2F3TKqS,Gryffin,Just For A Moment (feat. Iselin),0.536,0.7759999999999999,-6.343,0.0485,0.0137,0.26899999999999996,0.414,144.037,-0.4100408657175609,0.15588466893040948,3
spotify:track:22S5BO6h7JIOjg2Uw88l8e,Cash Cash,How to Love (feat. Sofia Reyes) - Boombox Cartel Remix,0.5479999999999999,0.895,-1.9880000000000002,0.102,0.11,0.0816,0.682,150.122,-0.5273184894115583,-0.06422294332918256,0
spotify:track:4f3NHOxgC8Bg21IJBg4cZ3,Timmy Trumpet,Freaks - Radio Edit,0.882,0.965,-0.818,0.13,0.0136,0.20600000000000002,0.759,128.129,-0.6066970880071962,-0.4828914984270239,0
spotify:track:1DxEbPu9z1SVGh7dXMuzS9,Said the Sky,Superstar,0.617,0.721,-5.568,0.0375,0.0712,0.0867,0.42200000000000004,134.974,-0.3219319761486692,0.05816025474479292,4
spotify:track:2zh01m4PiHaZz4BAm0NRxs,Gryffin,Tie Me Down (with Elley Duhé),0.608,0.845,-2.292,0.0597,0.136,0.111,0.322,98.976,-0.3669636529383265,-0.05676839825238899,0
spotify:track:6BDLcvvtyJD2vnXRDi1IjQ,Seven Lions,Rush Over Me,0.441,0.753,-4.074,0.044000000000000004,0.0701,0.027000000000000003,0.254,135.015,-0.37176750030872807,0.2933287837890771,3
spotify:track:17ejRbr6B8l9zdqgCZsn4m,Gryffin,Nobody Compares To You (feat. Katie Pearlman),0.59,0.764,-4.735,0.0467,0.22899999999999998,0.192,0.331,104.911,-0.21141427569165652,-0.003457740217212336,4
spotify:track:4keoy2fqgwGnbWlm3ZVZFa,Zedd,Happy Now,0.503,0.741,-5.127999999999999,0.047,0.579,0.0712,0.45799999999999996,88.335,0.0640544719796783,-0.09596541198395157,2
spotify:track:4bw3ZyWA1ui0Adu285NWDl,Halsey,Without Me - ILLENIUM Remix,0.639,0.71,-3.358,0.0479,0.483,0.21899999999999997,0.373,136.004,-0.04671012144868073,0.03325522616014047,4
spotify:track:15BlympuVSfZFROojEMY2M,The Chainsmokers,Don't Let Me Down (feat. Daya) - Illenium Remix,0.428,0.6559999999999999,-3.7119999999999997,0.075,0.0751,0.15,0.355,79.648,-0.27040200069850284,0.019425813679431088,4
spotify:track:6h9xi8i9zVOXk5FqGqcBNH,The Wanted,We Own The Night - The Chainsmokers Edit,0.602,0.8390000000000001,-3.5610000000000004,0.0389,0.0141,0.0897,0.402,126.001,-0.4722928445989023,0.02203468562153649,0
spotify:track:1dFkD1JfRMzwO6hwUsE8aS,Zedd,Spectrum,0.609,0.8009999999999999,-4.417,0.034,0.0137,0.127,0.40700000000000003,129.99,-0.43692863574424035,0.0395312723404855,0
spotify:track:1I8tHoNBFTuoJAlh4hfVVE,Kygo,Firestone (feat. Conrad Sewell),0.486,0.652,-7.226,0.052000000000000005,0.408,0.077,0.391,113.055,0.020017570395411043,0.09316392569029287,6
spotify:track:0ct6r3EGTcMLPtrXHDvVjc,Avicii,The Nights,0.527,0.835,-5.297999999999999,0.0433,0.0166,0.249,0.654,125.98299999999999,-0.4857091549018498,-0.08039128354531144,0
spotify:track:0xrcHE5F1e4OMJ2V9fc2Br,Grace VanderWaal,Moonlight - BKAYE Remix,0.498,0.872,-2.336,0.153,0.039,0.276,0.365,91.866,-0.45611374384498793,-0.049214230113774286,0
spotify:track:31MNOpsq7wfsrlIEV0vDrv,Gryffin,Whole Heart - BKAYE Remix,0.507,0.693,-6.921,0.166,0.0701,0.17,0.465,83.772,-0.21957691059155193,-0.10084130322110221,4
spotify:track:4Z1t1aMRif8ES212kTN8H2,Gryffin,Whole Heart,0.501,0.648,-7.172999999999999,0.0696,0.027999999999999997,0.153,0.191,163.834,-0.28224389362854746,0.4292095584247009,3
spotify:track:7gHs73wELdeycvS48JfIos,Alan Walker,Faded,0.589,0.6509999999999999,-5.0969999999999995,0.0306,0.0291,0.111,0.166,90.01100000000001,-0.2412374322108753,0.08329112177811392,4
spotify:track:2ISSQPb9LHHiV6ng2NXosL,Zedd,Beautiful Now,0.628,0.833,-4.126,0.0282,0.0079,0.07400000000000001,0.56,128.003,-0.4844521686010173,-0.08766062251642535,0
spotify:track:2zMXH5k5NZy1Nw460bLvRh,Cash Cash,Take Me Home (feat. Bebe Rexha),0.5710000000000001,0.903,-2.184,0.214,0.0615,0.18600000000000003,0.47700000000000004,127.95100000000001,-0.48644554794020284,-0.055824023439474804,0
spotify:track:5XRuR2wBLylhBAK6HMIS29,2 Friends Remixes,Mr. Brightside - Original,0.47700000000000004,0.7759999999999999,-5.933,0.0445,0.026000000000000002,0.0914,0.445,148.08100000000002,-0.41986467591976,0.1998351707635029,3
spotify:track:1SWg0LGSxwbD3pyLfW0z5H,tobi lou,hot tub DREAM Machine,0.677,0.526,-8.245,0.0361,0.264,0.113,0.467,140.082,-0.0008013394403490211,0.03310893561549779,4
spotify:track:39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Levitating,0.695,0.883,-2.286,0.0778,0.0533,0.213,0.907,103.014,-0.5299381177593161,-0.5045385641423329,0
spotify:track:5Htq8DDDN0Xce9MwqzAzui,88rising,La La Lost You,0.721,0.5820000000000001,-8.251,0.0411,0.315,0.065,0.48700000000000004,100.083,0.04908487646664217,-0.18044904045830837,2
spotify:track:71kkmlYkfgbrFNozWnquQi,Dabin,Holding On,0.491,0.675,-5.722,0.0368,0.0518,0.111,0.23,144.98,-0.3056861878365296,0.3306086006693099,3
spotify:track:7uzmGiiJyRfuViKKK3lVmR,Bazzi,Mine,0.71,0.789,-3.8739999999999997,0.0722,0.0161,0.451,0.7170000000000001,142.929,-0.48698840962782025,-0.2149720824756246,0
spotify:track:2cvOfKHOHgwQlLiuLKP2xR,Post Malone,Myself,0.47600000000000003,0.701,-4.234,0.0349,0.102,0.242,0.405,163.882,-0.36895188047668354,0.27962678330137236,3
spotify:track:1YuIEfhp8umr6QSal4FTK4,John K,OT,0.7340000000000001,0.44299999999999995,-6.466,0.0788,0.434,0.107,0.617,79.485,0.20262242022623494,-0.3681522609812042,2
spotify:track:27as7exfxU3cNaYKr3HlHI,Lauv,Mean It - stripped,0.5379999999999999,0.228,-10.837,0.0334,0.746,0.126,0.517,90.912,0.6271081450889159,-0.05580975192362981,5
spotify:track:7ojmU04SuSKtIjzODRFIiB,Loud Luxury,I'm Not Alright - Frank Walker Remix,0.741,0.8690000000000001,-3.557,0.0366,0.0176,0.13699999999999998,0.6859999999999999,124.99,-0.5114989128244815,-0.28410734725205306,0
