artist,title,played_at,session,uri,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,label
Lauv,Tattoos Together,(05/16) 14:54 PM,e01e0c753a8c9e8b73a30605e20981173ef74d84,spotify:track:1Srt81FTalOhRw7t7l8Yh8,0.862,0.4,-7.4860000000000015,0.0736,0.00575,0.123,0.596,122.963,2
lovelytheband,stupid mistakes,(05/15) 17:03 PM,151ccbace887e2cfac6ce5a95c3ab6a5377e7e8b,spotify:track:3yGZzSxHvvQKwMsAtFfNF5,0.6970000000000001,0.713,-6.567,0.0265,0.133,0.23,0.529,128.974,4
TWIN XL,Good,(05/15) 14:53 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:7sRdxkgNb3m3Ciai38ANmd,0.617,0.964,-3.559,0.0355,0.113,0.247,0.961,75.97800000000002,0
joan,drive all night,(05/15) 14:50 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:75ZKw8JLaFsYr51J44fQ4N,0.542,0.758,-5.032,0.0313,0.000184,0.14400000000000002,0.43,156.128,3
Post Malone,Myself,(05/15) 14:48 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:2cvOfKHOHgwQlLiuLKP2xR,0.476,0.701,-4.234,0.0349,0.102,0.242,0.405,163.882,3
X Ambassadors,HOLD YOU DOWN,(05/15) 14:45 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:3Tiv2bF1OLCXXnuXaDKaG3,0.5770000000000001,0.627,-5.553,0.0533,0.0491,0.0766,0.446,78.96,4
Boy In Space,7UP,(05/15) 14:42 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:4cB00WOFuQFLoDpnydcx8c,0.616,0.469,-7.38,0.027000000000000003,0.0167,0.111,0.233,135.035,4
Kid Travis,Strawberry Skies,(05/15) 14:38 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:2p1onANhkUkyMZKKigOUJu,0.65,0.462,-6.589,0.0891,0.366,0.159,0.65,89.887,2
TWIN XL,"Don't Wake Me, I'm Still Dreaming",(05/15) 14:35 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:6NdL165hAxSKNnozIA2HDY,0.388,0.777,-5.194,0.0341,0.0218,0.101,0.218,163.805,3
Lauv,Tattoos Together,(05/15) 14:32 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:1Srt81FTalOhRw7t7l8Yh8,0.862,0.4,-7.4860000000000015,0.0736,0.00575,0.123,0.596,122.963,2
LANY,pink skies,(05/15) 14:29 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:6BZ6pl5bczDc3cMF1kBaOy,0.7190000000000001,0.631,-6.6160000000000005,0.0433,0.266,0.134,0.466,103.968,2
Said the Sky,Erase Me,(05/15) 14:26 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:0AISJtBDtZXgB2fuvcjQEN,0.528,0.61,-6.564,0.0287,0.376,0.211,0.304,130.11,6
lovelytheband,coachella,(05/15) 14:22 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:1bPJ6Ay1La8IYPCuCvQA7k,0.563,0.6459999999999999,-6.849,0.0312,0.0664,0.0877,0.28800000000000003,115.013,4
Lauv,Lonely Eyes,(05/15) 14:18 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:5qhHm4dN4L2dhRb2TfzGPw,0.586,0.499,-7.005,0.0267,0.0418,0.0994,0.369,95.014,4
ayokay,Cassette,(05/15) 14:15 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:3GweDldi2HrraUKLexWUeb,0.718,0.56,-6.739,0.0564,0.141,0.14800000000000002,0.292,75.031,2
Marc E. Bassy,Just My Luck,(05/15) 14:12 PM,d063247beb2e17a3c2d37196919f96fcd96cdb71,spotify:track:2QsBAfiNmngcrZsOTznqBG,0.617,0.64,-5.601,0.042,0.28300000000000003,0.16399999999999998,0.34600000000000003,156.98,4
Loud Luxury,I'm Not Alright - Frank Walker Remix,(05/15) 11:11 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:7ojmU04SuSKtIjzODRFIiB,0.741,0.8690000000000001,-3.557,0.0366,0.0176,0.13699999999999998,0.6859999999999999,124.99,0
Nightly,Twenty Something,(05/15) 11:08 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:6Wz9rIfo9tOBcVCd1Mo7F7,0.6409999999999999,0.589,-6.305,0.0275,0.096,0.208,0.11,100.001,4
Said the Sky,All I Got,(05/15) 11:03 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:1iaTDu4PCIWQQOwwwqq5qW,0.325,0.578,-6.7860000000000005,0.0455,0.158,0.575,0.103,144.745,3
Bryce Vine,San Junipero,(05/15) 10:58 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:2Z8WXN2oV5dzxTWjscQQr2,0.6890000000000001,0.7020000000000001,-5.278,0.0356,0.203,0.145,0.562,98.018,0
Post Malone,Hollywood's Bleeding,(05/15) 10:55 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:7sWRlDoTDX8geTR8zzr2vt,0.405,0.6459999999999999,-3.2060000000000004,0.0476,0.331,0.103,0.17,130.218,3
Bryce Vine,Drew Barrymore,(05/15) 10:52 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:7nvIPwXKGhqtRhssxM99kJ,0.758,0.574,-6.8889999999999985,0.0572,0.46,0.102,0.261,151.985,6
Lauv,Changes,(05/15) 10:49 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:7cDpMO5wuWgvv3j4INRBeB,0.532,0.455,-8.366,0.156,0.452,0.237,0.204,148.18200000000004,6
ayokay,Cassette,(05/15) 10:46 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:3GweDldi2HrraUKLexWUeb,0.718,0.56,-6.739,0.0564,0.141,0.14800000000000002,0.292,75.031,2
Bryce Vine,Los Angeles,(05/15) 10:43 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:0GJnCFj7z7hvxo7AKX1PM8,0.728,0.812,-6.099,0.0671,0.121,0.293,0.8240000000000001,150.093,0
lovelytheband,broken - Cash Cash Remix,(05/15) 10:39 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:5W0vgRE9B23TZDj5B7pRUO,0.4970000000000001,0.747,-3.112,0.0894,0.0259,0.0697,0.355,140.81,3
Bryce Vine,Nowhere Man,(05/15) 10:36 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:4Y778EFdrOrvILkY3k4FXO,0.634,0.677,-6.698,0.0336,0.101,0.0576,0.33,122.035,4
Bryce Vine,La La Land (feat. YG),(05/15) 10:32 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:4oM9DGUTrRaXJDypxxHztZ,0.774,0.473,-5.122000000000001,0.0569,0.221,0.222,0.416,97.953,2
X Ambassadors,HOLD YOU DOWN,(05/15) 10:29 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:3Tiv2bF1OLCXXnuXaDKaG3,0.5770000000000001,0.627,-5.553,0.0533,0.0491,0.0766,0.446,78.96,4
Boy In Space,7UP,(05/15) 10:26 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:4cB00WOFuQFLoDpnydcx8c,0.616,0.469,-7.38,0.027000000000000003,0.0167,0.111,0.233,135.035,4
Kygo,I'll Wait,(05/15) 10:23 AM,be879464e7de2970d1c131ff004f9b6d4ef268cb,spotify:track:6Q3K9gVUZRMZqZKrXovbM2,0.611,0.6509999999999999,-6.973,0.0587,0.14800000000000002,0.105,0.35700000000000004,122.983,4
Galantis,Runaway (U & I),(05/14) 17:36 PM,a839ee1008a32fb4ce03b1d5e37e9c88f78e8162,spotify:track:46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,-4.119,0.0469,0.007109999999999998,0.0856,0.383,126.008,3
Post Malone,I'm Gonna Be,(05/14) 14:56 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:1ckLp8lCl8LipXI0ypX72m,0.746,0.5589999999999999,-4.008,0.0316,0.703,0.14800000000000002,0.368,117.943,2
TWIN XL,Neon Summer,(05/14) 14:53 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:4NjW9Srshx2xuTdEoUnf9C,0.398,0.785,-4.853,0.0424,0.00129,0.109,0.688,75.023,0
lovelytheband,stupid mistakes,(05/14) 14:50 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:3yGZzSxHvvQKwMsAtFfNF5,0.6970000000000001,0.713,-6.567,0.0265,0.133,0.23,0.529,128.974,4
Lauv,Tattoos Together,(05/14) 14:46 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:1Srt81FTalOhRw7t7l8Yh8,0.862,0.4,-7.4860000000000015,0.0736,0.00575,0.123,0.596,122.963,2
Kid Travis,Strawberry Skies,(05/14) 14:43 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:2p1onANhkUkyMZKKigOUJu,0.65,0.462,-6.589,0.0891,0.366,0.159,0.65,89.887,2
lovelytheband,coachella,(05/14) 14:40 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:1bPJ6Ay1La8IYPCuCvQA7k,0.563,0.6459999999999999,-6.849,0.0312,0.0664,0.0877,0.28800000000000003,115.013,4
Delaney Jane,Throwback,(05/14) 14:36 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:0O64j1yLdHg17XDfleKiYH,0.613,0.731,-3.993,0.0625,0.177,0.107,0.322,107.071,4
TWIN XL,Good,(05/14) 14:32 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:7sRdxkgNb3m3Ciai38ANmd,0.617,0.964,-3.559,0.0355,0.113,0.247,0.961,75.97800000000002,0
TWIN XL,"Don't Wake Me, I'm Still Dreaming",(05/14) 14:30 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:6NdL165hAxSKNnozIA2HDY,0.388,0.777,-5.194,0.0341,0.0218,0.101,0.218,163.805,3
joan,drive all night,(05/14) 14:26 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:75ZKw8JLaFsYr51J44fQ4N,0.542,0.758,-5.032,0.0313,0.000184,0.14400000000000002,0.43,156.128,3
Loud Luxury,I'm Not Alright - Frank Walker Remix,(05/14) 14:23 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:7ojmU04SuSKtIjzODRFIiB,0.741,0.8690000000000001,-3.557,0.0366,0.0176,0.13699999999999998,0.6859999999999999,124.99,0
Bryce Vine,San Junipero,(05/14) 14:20 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:2Z8WXN2oV5dzxTWjscQQr2,0.6890000000000001,0.7020000000000001,-5.278,0.0356,0.203,0.145,0.562,98.018,0
Post Malone,Myself,(05/14) 14:17 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:2cvOfKHOHgwQlLiuLKP2xR,0.476,0.701,-4.234,0.0349,0.102,0.242,0.405,163.882,3
Post Malone,Hollywood's Bleeding,(05/14) 14:14 PM,280fff69badcfb565cdef2b82f0ea1d708dd2bca,spotify:track:7sWRlDoTDX8geTR8zzr2vt,0.405,0.6459999999999999,-3.2060000000000004,0.0476,0.331,0.103,0.17,130.218,3
Kygo,I'll Wait,(05/14) 11:30 AM,21d720d70dddf34675c96b0d9467ca66d23954dc,spotify:track:6Q3K9gVUZRMZqZKrXovbM2,0.611,0.6509999999999999,-6.973,0.0587,0.14800000000000002,0.105,0.35700000000000004,122.983,4
Nightly,Twenty Something,(05/14) 11:26 AM,21d720d70dddf34675c96b0d9467ca66d23954dc,spotify:track:6Wz9rIfo9tOBcVCd1Mo7F7,0.6409999999999999,0.589,-6.305,0.0275,0.096,0.208,0.11,100.001,4
Lauv,Changes,(05/14) 11:21 AM,21d720d70dddf34675c96b0d9467ca66d23954dc,spotify:track:7cDpMO5wuWgvv3j4INRBeB,0.532,0.455,-8.366,0.156,0.452,0.237,0.204,148.18200000000004,6
Bryce Vine,Nowhere Man,(05/14) 11:19 AM,21d720d70dddf34675c96b0d9467ca66d23954dc,spotify:track:4Y778EFdrOrvILkY3k4FXO,0.634,0.677,-6.698,0.0336,0.101,0.0576,0.33,122.035,4
ayokay,Cassette,(05/14) 11:15 AM,21d720d70dddf34675c96b0d9467ca66d23954dc,spotify:track:3GweDldi2HrraUKLexWUeb,0.718,0.56,-6.739,0.0564,0.141,0.14800000000000002,0.292,75.031,2
Martin Garrix,Used To Love (with Dean Lewis),(05/13) 22:53 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:7pWK1kMgHy5lNNiIfuRbkP,0.6509999999999999,0.693,-4.722,0.0375,0.458,0.335,0.392,118.97,4
Bryce Vine,La La Land (feat. YG),(05/13) 22:50 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:4oM9DGUTrRaXJDypxxHztZ,0.774,0.473,-5.122000000000001,0.0569,0.221,0.222,0.416,97.953,2
Seven Lions,First Time (feat. Dylan Matthew),(05/13) 22:47 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:27YD36FUikKxbp3bKSiKGZ,0.422,0.677,-5.76,0.0365,0.251,0.16,0.146,150.131,3
Galantis,Runaway (U & I),(05/13) 22:42 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,-4.119,0.0469,0.007109999999999998,0.0856,0.383,126.008,3
Jai Wolf,Better Apart (feat. Dresage),(05/13) 22:38 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:1TFC1wutiIHQQ9buf8bxQI,0.489,0.703,-4.564,0.026,0.013,0.104,0.256,149.977,3
LANY,pink skies,(05/13) 22:34 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:6BZ6pl5bczDc3cMF1kBaOy,0.7190000000000001,0.631,-6.6160000000000005,0.0433,0.266,0.134,0.466,103.968,2
Marc E. Bassy,Just My Luck,(05/13) 22:31 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:2QsBAfiNmngcrZsOTznqBG,0.617,0.64,-5.601,0.042,0.28300000000000003,0.16399999999999998,0.34600000000000003,156.98,4
Said the Sky,Erase Me,(05/13) 22:28 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:0AISJtBDtZXgB2fuvcjQEN,0.528,0.61,-6.564,0.0287,0.376,0.211,0.304,130.11,6
lovelytheband,broken - Cash Cash Remix,(05/13) 22:23 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:5W0vgRE9B23TZDj5B7pRUO,0.4970000000000001,0.747,-3.112,0.0894,0.0259,0.0697,0.355,140.81,3
Boy In Space,7UP,(05/13) 22:20 PM,0c2ebe24846bc522783466edeba66d8d200a0e7a,spotify:track:4cB00WOFuQFLoDpnydcx8c,0.616,0.469,-7.38,0.027000000000000003,0.0167,0.111,0.233,135.035,4
Said the Sky,All I Got,(05/12) 22:09 PM,13fc5c8cbbeaaca00eb6118a2d3e31b0588f0a99,spotify:track:1iaTDu4PCIWQQOwwwqq5qW,0.325,0.578,-6.7860000000000005,0.0455,0.158,0.575,0.103,144.745,3
Calvin Harris,Summer,(05/12) 22:06 PM,13fc5c8cbbeaaca00eb6118a2d3e31b0588f0a99,spotify:track:6YUTL4dYpB9xZO5qExPf05,0.596,0.856,-3.556,0.0346,0.0211,0.141,0.743,127.949,0
Post Malone,Hollywood's Bleeding,(05/12) 22:02 PM,13fc5c8cbbeaaca00eb6118a2d3e31b0588f0a99,spotify:track:7sWRlDoTDX8geTR8zzr2vt,0.405,0.6459999999999999,-3.2060000000000004,0.0476,0.331,0.103,0.17,130.218,3
Post Malone,Hollywood's Bleeding,(05/12) 21:56 PM,13fc5c8cbbeaaca00eb6118a2d3e31b0588f0a99,spotify:track:7sWRlDoTDX8geTR8zzr2vt,0.405,0.6459999999999999,-3.2060000000000004,0.0476,0.331,0.103,0.17,130.218,3
Oh Wonder,Happy,(05/12) 21:53 PM,13fc5c8cbbeaaca00eb6118a2d3e31b0588f0a99,spotify:track:64oxZ8Ma5HAWV04LAI2KwT,0.698,0.516,-8.472000000000001,0.0331,0.454,0.0922,0.516,101.979,2
Kid Travis,Strawberry Skies,(05/12) 21:50 PM,13fc5c8cbbeaaca00eb6118a2d3e31b0588f0a99,spotify:track:2p1onANhkUkyMZKKigOUJu,0.65,0.462,-6.589,0.0891,0.366,0.159,0.65,89.887,2
Quinn XCII,U & Us,(05/12) 20:30 PM,cddfa83f7e0740f80719b7ef7b28548a291290d9,spotify:track:6SL7KzIA96f0HiKjuv7tED,0.605,0.73,-7.871,0.0425,0.087,0.187,0.263,130.025,4
Post Malone,I'm Gonna Be,(05/12) 20:26 PM,cddfa83f7e0740f80719b7ef7b28548a291290d9,spotify:track:1ckLp8lCl8LipXI0ypX72m,0.746,0.5589999999999999,-4.008,0.0316,0.703,0.14800000000000002,0.368,117.943,2
Dabin,Holding On,(05/12) 20:23 PM,cddfa83f7e0740f80719b7ef7b28548a291290d9,spotify:track:71kkmlYkfgbrFNozWnquQi,0.491,0.675,-5.722,0.0368,0.0518,0.111,0.23,144.98,3
Lennon Stella,Kissing Other People,(05/12) 20:19 PM,cddfa83f7e0740f80719b7ef7b28548a291290d9,spotify:track:4WjTbrxOPvSwQlajlE4aXH,0.691,0.662,-5.941,0.0738,0.5479999999999999,0.119,0.299,94.028,2
Lauv,Tattoos Together,(05/12) 20:16 PM,cddfa83f7e0740f80719b7ef7b28548a291290d9,spotify:track:1Srt81FTalOhRw7t7l8Yh8,0.862,0.4,-7.4860000000000015,0.0736,0.00575,0.123,0.596,122.963,2
88rising,La La Lost You,(05/12) 20:13 PM,cddfa83f7e0740f80719b7ef7b28548a291290d9,spotify:track:5Htq8DDDN0Xce9MwqzAzui,0.721,0.5820000000000001,-8.251,0.0411,0.315,0.065,0.487,100.083,2
ODESZA,Falls (feat. Sasha Sloan),(05/12) 20:09 PM,cddfa83f7e0740f80719b7ef7b28548a291290d9,spotify:track:6oNZ0WxqptE7V0qpjtyJ4a,0.294,0.6970000000000001,-6.029,0.128,0.0398,0.136,0.183,160.566,3
TWIN XL,Neon Summer,(05/12) 20:05 PM,cddfa83f7e0740f80719b7ef7b28548a291290d9,spotify:track:4NjW9Srshx2xuTdEoUnf9C,0.398,0.785,-4.853,0.0424,0.00129,0.109,0.688,75.023,0
lovelytheband,stupid mistakes,(05/12) 20:02 PM,cddfa83f7e0740f80719b7ef7b28548a291290d9,spotify:track:3yGZzSxHvvQKwMsAtFfNF5,0.6970000000000001,0.713,-6.567,0.0265,0.133,0.23,0.529,128.974,4
Social House,Love Me Back,(05/12) 17:11 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:0Vs8BRdNnyuk0QXWPWvICK,0.5589999999999999,0.4370000000000001,-10.27,0.0311,0.585,0.101,0.43,157.991,6
John K,OT,(05/12) 17:07 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:1YuIEfhp8umr6QSal4FTK4,0.7340000000000001,0.443,-6.466,0.0788,0.434,0.107,0.617,79.485,2
Jeremy Zucker,Flying Kites,(05/12) 17:04 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:0yjdEwkPYbhCXN6uCedpVu,0.726,0.46,-5.33,0.0758,0.932,0.0731,0.665,143.737,5
LANY,Malibu Nights,(05/12) 17:01 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,0.5589999999999999,0.422,-11.89,0.195,0.701,0.0853,0.191,74.002,5
joan,tokyo,(05/12) 16:54 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:2k7GyFSbErjCvk1QlTChxL,0.631,0.7859999999999999,-5.267,0.0353,0.00716,0.12,0.7609999999999999,102.027,0
khai dreams,Through and Through,(05/12) 16:50 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:4RHyIzFRht2z17XeHB9dsF,0.851,0.424,-9.307,0.0463,0.383,0.0843,0.591,94.927,2
UMI,Remember Me,(05/12) 16:48 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:630Ug0XtmhhFvAKo0PNuEI,0.84,0.344,-8.613,0.0374,0.456,0.35,0.526,111.994,2
Clueless Kit,Come to a Stop (feat. Kora),(05/12) 16:45 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:169koB619bHoCZGLgAcDSX,0.867,0.4920000000000001,-6.6629999999999985,0.395,0.767,0.102,0.542,160.031,5
Joji,SLOW DANCING IN THE DARK,(05/12) 16:41 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:0rKtyWc8bvkriBthvHKY8d,0.515,0.479,-7.457999999999998,0.0261,0.544,0.191,0.284,88.964,6
Chris Wright,Sleep Alone,(05/12) 16:38 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:3uLeFt6TLThy8ij5cf6MTt,0.763,0.28600000000000003,-15.599,0.102,0.772,0.0954,0.175,112.192,1
Oh Wonder,Plans,(05/12) 16:35 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:5jOQ5v49S1h496AiNlk682,0.458,0.298,-13.191,0.25,0.833,0.0631,0.14400000000000002,76.575,1
Nightly,the movies,(05/12) 16:31 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:4RR9tI04ScTvVBCVTyTzhy,0.6509999999999999,0.87,-4.8180000000000005,0.0262,0.0773,0.0852,0.8109999999999999,109.984,0
Brent Faiyaz,Gang Over Luv,(05/12) 16:24 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:7LaI3mRTJu66r9HKdv7iBx,0.7809999999999999,0.277,-9.35,0.326,0.0408,0.0754,0.302,163.987,6
RINI,Carefree,(05/12) 16:20 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:1dlgxW5PwUT0v1xzHTCRgH,0.715,0.317,-12.28,0.109,0.8240000000000001,0.123,0.239,120.029,1
LANY,I Don't Wanna Love You Anymore,(05/12) 16:17 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:7ArrTJ1LwcGAlEO65LUQ7i,0.7020000000000001,0.623,-8.36,0.0417,0.322,0.0858,0.503,104.974,2
Timeflies,Nobody Has to Know,(05/12) 16:13 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:4iaPzRl9XegHsNdZfuHWFD,0.725,0.57,-4.06,0.106,0.723,0.085,0.238,146.233,6
Bren Joy,Pocket,(05/12) 16:10 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:58sk9eLrezl40SvzmJKOBG,0.52,0.685,-6.54,0.0539,0.0946,0.0998,0.389,153.996,3
COIN,Malibu 1992,(05/12) 16:06 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:0nMqu5vN44GNv8UOQxmBJK,0.5589999999999999,0.32,-7.694,0.0414,0.0644,0.173,0.4970000000000001,147.366,4
Oh Wonder,Drive,(05/12) 16:00 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:2kJqNHHGOzLNahukdvlDWN,0.657,0.456,-8.351,0.0961,0.705,0.084,0.381,141.735,5
Death Cab for Cutie,Northern Lights,(05/12) 15:57 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:28QF5ELXqDnaBjPjGTlzAK,0.514,0.95,-3.807,0.0298,0.00575,0.134,0.665,137.975,0
Cash Cash,Take Me Home (feat. Bebe Rexha),(05/12) 15:53 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:2zMXH5k5NZy1Nw460bLvRh,0.5710000000000001,0.903,-2.184,0.214,0.0615,0.18600000000000005,0.477,127.951,0
flora cash,Missing Home,(05/12) 15:49 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:29j2Y1N3vpyvm385G4TFSS,0.608,0.728,-6.612,0.0393,0.339,0.0741,0.246,89.994,4
Phillip Phillips,"Gone, Gone, Gone",(05/12) 15:46 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:5L79aNYCTKiZq7vaOElXYj,0.664,0.642,-5.961,0.038,0.129,0.114,0.501,118.002,4
Timeflies,Gravity,(05/12) 15:42 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:4eCe46kZbdcdHeWhjZww8I,0.68,0.6659999999999999,-5.698,0.0441,0.0217,0.125,0.501,74.0,0
LANY,ILYSB,(05/12) 15:39 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:2btKtacOXuMtC9WjcNRvAA,0.636,0.623,-7.016,0.0603,0.468,0.35100000000000003,0.389,100.026,2
khai dreams,Summer Is Like a Dream,(05/12) 15:35 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:2X5k8OYH8ibJSZzxAMYVkw,0.586,0.384,-16.529,0.246,0.821,0.0741,0.648,140.006,5
flor,back again,(05/12) 15:33 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:1J5rHMEvQFpM07iLULi48A,0.636,0.597,-6.884,0.0279,0.118,0.124,0.639,84.979,2
LANY,Malibu Nights,(05/12) 15:29 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:0Eqg0CQ7bK3RQIMPw1A7pl,0.5589999999999999,0.422,-11.89,0.195,0.701,0.0853,0.191,74.002,5
SLANDER,Potions,(05/12) 15:25 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:5uGCoNepb3NfYHzdVDXQtC,0.545,0.32299999999999995,-12.005999999999998,0.0391,0.102,0.107,0.193,149.941,6
lovelytheband,coachella,(05/12) 15:21 PM,bf64d9dd6b2c2c4d06dd6ffea1a6c32604930682,spotify:track:1bPJ6Ay1La8IYPCuCvQA7k,0.563,0.6459999999999999,-6.849,0.0312,0.0664,0.0877,0.28800000000000003,115.013,4
ayokay,Cassette,(05/11) 23:24 PM,6c5978f7c2722c0e3d938e15a20880201097507c,spotify:track:3GweDldi2HrraUKLexWUeb,0.718,0.56,-6.739,0.0564,0.141,0.14800000000000002,0.292,75.031,2
Post Malone,I'm Gonna Be,(05/11) 23:21 PM,6c5978f7c2722c0e3d938e15a20880201097507c,spotify:track:1ckLp8lCl8LipXI0ypX72m,0.746,0.5589999999999999,-4.008,0.0316,0.703,0.14800000000000002,0.368,117.943,2
Delaney Jane,Throwback,(05/11) 23:18 PM,6c5978f7c2722c0e3d938e15a20880201097507c,spotify:track:0O64j1yLdHg17XDfleKiYH,0.613,0.731,-3.993,0.0625,0.177,0.107,0.322,107.071,4
lovelytheband,stupid mistakes,(05/11) 23:14 PM,6c5978f7c2722c0e3d938e15a20880201097507c,spotify:track:3yGZzSxHvvQKwMsAtFfNF5,0.6970000000000001,0.713,-6.567,0.0265,0.133,0.23,0.529,128.974,4
Marc E. Bassy,Just My Luck,(05/11) 23:10 PM,6c5978f7c2722c0e3d938e15a20880201097507c,spotify:track:2QsBAfiNmngcrZsOTznqBG,0.617,0.64,-5.601,0.042,0.28300000000000003,0.16399999999999998,0.34600000000000003,156.98,4
